inf		1		0
inf		2		0
inf		3		2
inf		4		3
inf		5		8
inf		6		6305
inf		7		6311
inf		8		11833
inf		9		11840
inf		10		15069
inf		11		15074
inf		12		15754
inf		13		15754
inf		14		15754
inf		15		15754
inf		16		15761
inf		17		15768
inf		18		15781
inf		19		15798
inf		20		15802
inf		21		15828
inf		22		15869
inf		23		15869
inf		24		15869
inf		25		18039
inf		26		18618
inf		27		18618
inf		28		18627
inf		29		18627
inf		30		18770
inf		31		18770
inf		32		18770
inf		33		18770
inf		34		18779
inf		35		18785
inf		36		18795
inf		37		18800
inf		38		18821
inf		39		18874
inf		40		18883
inf		41		18902
inf		42		19011
inf		43		19011
inf		44		19034
inf		45		19064
inf		46		19064
inf		47		19102
inf		48		19102
inf		49		19122
inf		50		19325
inf		51		19325
inf		52		19325
inf		53		19325
inf		54		19452
inf		55		19452
inf		56		19452
inf		57		19452
inf		58		19459
inf		59		19563
inf		60		19563
inf		61		19563
inf		62		19653
inf		63		19653
inf		64		19697
inf		65		19697
inf		66		19720
inf		67		19735
inf		68		19937
inf		69		19937
inf		70		19937
inf		71		19937
inf		72		19937
inf		73		19937
inf		74		19937
inf		75		19937
inf		76		19937
49.0952		77		20087
49.0952		78		20087
49.0952		79		20087
49.0952		80		20087
49.0952		81		20087
49.0952		82		20087
49.0952		83		20087
49.0952		84		20087
49.0952		85		20087
49.0952		86		20087
49.0952		87		20134
49.0952		88		20162
49.0952		89		20233
49.0952		90		20255
49.0952		91		20268
49.0952		92		20314
49.0952		93		20348
49.0952		94		20368
49.0952		95		20402
49.0952		96		20431
49.0952		97		20483
49.0952		98		20483
49.0952		99		20521
49.0952		100		20521
39.3535		101		20627
39.3535		102		20627
39.3535		103		20627
39.3535		104		20627
39.3535		105		20627
39.3535		106		20627
39.3535		107		20627
39.3535		108		20627
39.3535		109		20627
39.3535		110		20627
39.3535		111		20627
39.3535		112		20660
39.3535		113		20696
39.3535		114		20729
39.3535		115		20814
39.3535		116		20814
39.3535		117		21004
39.3535		118		21004
39.3535		119		21004
39.3535		120		21004
39.3535		121		21027
39.3535		122		21092
39.3535		123		21092
39.3535		124		21158
39.3535		125		21158
39.3535		126		21268
39.3535		127		21268
39.3535		128		21268
37.9663		129		21435
37.9663		130		21435
37.9663		131		21435
37.9663		132		21435
37.9663		133		21435
37.9663		134		21435
37.9663		135		21435
37.9663		136		21435
37.9663		137		21435
37.9663		138		21435
37.9663		139		21435
37.9663		140		21435
37.9663		141		21435
37.9663		142		21435
37.9663		143		21435
37.9663		144		21435
37.9663		145		21435
37.9663		146		21533
37.9663		147		21533
37.9663		148		21533
37.9663		149		21560
37.9663		150		21560
37.9663		151		21608
37.9663		152		21883
37.9663		153		21883
37.9663		154		21883
37.9663		155		21883
37.9663		156		21883
37.9663		157		21883
37.9663		158		21883
37.9663		159		21883
37.9663		160		21883
37.9663		161		21883
37.9663		162		21883
37.9663		163		21883
37.9663		164		21910
37.9663		165		21929
37.9663		166		22518
37.9663		167		22518
37.9663		168		22518
37.9663		169		22518
37.9663		170		22518
37.9663		171		22518
37.9663		172		22518
37.9663		173		22518
37.9663		174		22518
37.9663		175		22518
37.9663		176		22518
37.9663		177		22518
37.9663		178		22518
37.9663		179		22518
37.9663		180		22518
37.9663		181		22518
37.9663		182		22518
37.9663		183		22518
37.9663		184		22518
37.9663		185		22518
37.9663		186		22518
37.9663		187		22518
37.9663		188		22518
37.9663		189		22518
37.9663		190		22518
37.9663		191		22518
37.9663		192		22518
37.9663		193		22518
37.9663		194		22518
37.9663		195		22518
37.9663		196		22518
37.9663		197		22518
37.9663		198		22564
37.9663		199		23062
37.9663		200		23062
37.9663		201		23062
37.9663		202		23062
37.9663		203		23062
37.9663		204		23062
37.9663		205		23062
37.9663		206		23062
37.9663		207		23062
37.9663		208		23062
37.9663		209		23062
37.9663		210		23062
37.9663		211		23062
37.9663		212		23062
37.9663		213		23062
37.9663		214		23062
37.9663		215		23062
37.9663		216		23062
37.9663		217		23062
37.9663		218		23062
37.9663		219		23062
37.9663		220		23062
37.9663		221		23062
37.9663		222		23062
37.9663		223		23062
37.9663		224		23062
37.9663		225		23062
37.9663		226		23062
37.9663		227		23062
37.9663		228		23331
37.9663		229		23331
37.9663		230		23331
37.9663		231		23331
37.9663		232		23331
37.9663		233		23331
37.9663		234		23331
37.9663		235		23331
37.9663		236		23331
37.9663		237		23331
37.9663		238		23331
37.9663		239		23331
37.9663		240		23331
37.9663		241		23331
37.9663		242		23331
37.9663		243		23331
37.9663		244		23331
37.9663		245		23331
37.9663		246		23331
37.9663		247		23331
37.9663		248		23331
37.9663		249		23331
37.9663		250		23331
37.9663		251		23411
37.9663		252		23411
37.9663		253		23411
37.9663		254		23463
37.9663		255		23463
37.9663		256		23506
37.9663		257		23506
37.9663		258		23506
37.9663		259		23590
37.9663		260		23590
37.9663		261		23590
37.9663		262		23621
37.9663		263		23621
37.9663		264		23697
37.9663		265		23697
37.9663		266		23697
37.9663		267		23784
37.9663		268		23784
37.9663		269		23820
37.9663		270		23820
37.9663		271		23843
37.9663		272		23885
37.9663		273		23917
37.9663		274		24022
37.9663		275		24022
37.9663		276		24022
37.9663		277		24022
37.9663		278		24083
37.9663		279		24083
37.9663		280		24135
37.9663		281		24135
37.9663		282		24546
37.9663		283		24546
37.9663		284		24546
37.9663		285		24546
37.9663		286		24546
37.9663		287		24546
37.9663		288		24546
37.9663		289		24546
37.9663		290		24546
37.9663		291		24546
37.9663		292		24546
37.9663		293		24546
37.9663		294		24546
37.9663		295		24546
37.9663		296		24546
37.9663		297		24546
37.9663		298		24546
37.9663		299		24546
37.9663		300		24546
37.9663		301		24546
37.9663		302		24546
37.9663		303		24546
37.9663		304		24546
37.9663		305		24546
37.9663		306		24546
37.9663		307		24546
37.9663		308		24546
37.9663		309		24546
37.9663		310		24546
37.9663		311		24546
37.9663		312		24546
37.9663		313		24951
37.9663		314		24951
37.9663		315		24951
37.9663		316		24951
37.9663		317		24951
37.9663		318		24951
37.9663		319		24951
37.9663		320		24951
37.9663		321		24951
37.9663		322		24951
37.9663		323		24951
37.9663		324		24951
37.9663		325		24951
37.9663		326		24951
37.9663		327		24951
37.9663		328		24951
37.9663		329		24951
37.9663		330		24951
37.9663		331		24951
37.9663		332		24951
37.9663		333		24951
37.9663		334		24951
37.9663		335		24951
37.9663		336		24951
37.9663		337		24951
37.9663		338		24951
37.9663		339		24951
37.9663		340		24951
37.9663		341		24951
37.9663		342		24951
37.9663		343		24951
37.9663		344		24951
37.9663		345		24951
37.9663		346		24951
37.9663		347		25013
37.9663		348		25013
37.9663		349		25041
37.9663		350		25041
37.9663		351		25486
37.9663		352		25486
37.9663		353		25486
37.9663		354		25486
37.9663		355		25486
37.9663		356		25486
37.9663		357		25486
37.9663		358		25486
37.9663		359		25486
37.9663		360		25486
37.9663		361		25486
37.9663		362		25486
37.9663		363		25486
37.9663		364		25486
37.9663		365		25486
37.9663		366		25486
37.9663		367		25486
37.9663		368		25486
37.9663		369		25486
37.9663		370		25486
37.9663		371		25486
37.9663		372		25486
37.9663		373		25854
37.9663		374		25854
37.9663		375		25854
37.9663		376		25854
37.9663		377		25854
37.9663		378		25854
37.9663		379		25854
37.9663		380		25854
37.9663		381		25854
37.9663		382		25854
37.9663		383		25854
37.9663		384		25854
37.9663		385		25854
37.9663		386		25854
37.9663		387		25854
37.9663		388		25854
37.9663		389		25854
37.9663		390		25854
37.9663		391		25854
37.9663		392		25854
37.9663		393		25854
37.9663		394		25854
